loan_id,gender_male,married_yes,dependents_1.0,dependents_2.0,dependents_3.0,self_employed_yes,credit_history_1.0,loan_amount,loan_amount_term,applicant_income,coapplicant_income,loan_status,total_income,EMI,balance_income
LP001892,1,0,0,0,0,0,1,126000000.0,360,2833,1857.0,1,4690.0,350.0,4340.0
LP001894,1,1,0,0,0,0,1,150000000.0,360,2620,2223.0,1,4843.0,416.7,4426.3
LP001896,1,1,0,1,0,0,1,90000000.0,360,3900,0.0,1,3900.0,250.0,3650.0
LP001900,1,1,1,0,0,0,1,115000000.0,360,2750,1842.0,1,4592.0,319.4,4272.6
LP001903,1,1,0,0,0,0,1,207000000.0,360,3993,3274.0,1,7267.0,575.0,6692.0
LP001904,1,1,0,0,0,0,1,80000000.0,360,3103,1300.0,1,4403.0,222.2,4180.8
LP001907,1,1,0,0,0,0,1,436000000.0,360,14583,0.0,1,14583.0,1211.1,13371.9
LP001908,0,1,0,0,0,0,1,124000000.0,360,4100,0.0,1,4100.0,344.4,3755.6
LP001910,1,0,1,0,0,1,0,158000000.0,360,4053,2426.0,0,6479.0,438.9,6040.1
LP001914,1,1,0,0,0,0,1,112000000.0,360,3927,800.0,1,4727.0,311.1,4415.9
LP001915,1,1,0,1,0,0,1,78000000.0,180,2301,985.7999878,1,3286.7999878,433.3,2853.4999878
LP001917,0,0,0,0,0,0,1,54000000.0,360,1811,1666.0,1,3477.0,150.0,3327.0
LP001922,1,1,0,0,0,0,1,128000000.0,360,20667,0.0,0,20667.0,355.6,20311.4
LP001924,1,0,0,0,0,0,1,89000000.0,360,3158,3053.0,1,6211.0,247.2,5963.8
LP001925,0,0,0,0,0,1,1,99000000.0,300,2600,1717.0,0,4317.0,330.0,3987.0
LP001926,1,1,0,0,0,0,1,120000000.0,360,3704,2000.0,1,5704.0,333.3,5370.7
LP001931,0,0,0,0,0,0,1,115000000.0,360,4124,0.0,1,4124.0,319.4,3804.6
LP001935,1,0,0,0,0,0,1,187000000.0,360,9508,0.0,1,9508.0,519.4,8988.6
LP001936,1,1,0,0,0,0,1,139000000.0,360,3075,2416.0,1,5491.0,386.1,5104.9
LP001938,1,1,0,1,0,0,0,127000000.0,360,4400,0.0,0,4400.0,352.8,4047.2
LP001940,1,1,0,1,0,0,1,134000000.0,360,3153,1560.0,1,4713.0,372.2,4340.8
LP001945,0,0,0,0,0,0,0,143000000.0,480,5417,0.0,0,5417.0,297.9,5119.1
LP001947,1,1,0,0,0,0,1,172000000.0,360,2383,3334.0,1,5717.0,477.8,5239.2
LP001949,1,1,0,0,1,0,1,110000000.0,360,4416,1250.0,1,5666.0,305.6,5360.4
LP001953,1,1,1,0,0,0,1,200000000.0,360,6875,0.0,1,6875.0,555.6,6319.4
LP001954,0,1,1,0,0,0,1,135000000.0,360,4666,0.0,1,4666.0,375.0,4291.0
LP001955,0,0,0,0,0,0,1,151000000.0,480,5000,2541.0,0,7541.0,314.6,7226.4
LP001963,1,1,1,0,0,0,1,113000000.0,360,2014,2925.0,0,4939.0,313.9,4625.1
LP001964,1,1,0,0,0,0,0,93000000.0,360,1800,2934.0,0,4734.0,258.3,4475.7
LP001972,1,1,0,0,0,0,1,105000000.0,360,2875,1750.0,1,4625.0,291.7,4333.3
LP001974,0,0,0,0,0,0,1,132000000.0,360,5000,0.0,1,5000.0,366.7,4633.3
LP001977,1,1,1,0,0,0,1,96000000.0,360,1625,1803.0,1,3428.0,266.7,3161.3
LP001978,1,0,0,0,0,0,1,140000000.0,360,4000,2500.0,1,6500.0,388.9,6111.1
LP001990,1,0,0,0,0,0,1,128000000.0,360,2000,0.0,0,2000.0,355.6,1644.4
LP001993,0,0,0,0,0,0,1,135000000.0,360,3762,1666.0,1,5428.0,375.0,5053.0
LP001994,0,0,0,0,0,0,0,104000000.0,360,2400,1863.0,0,4263.0,288.9,3974.1
LP001996,1,0,0,0,0,0,1,480000000.0,360,20233,0.0,0,20233.0,1333.3,18899.7
LP001998,1,1,0,1,0,0,1,185000000.0,360,7667,0.0,1,7667.0,513.9,7153.1
LP002002,0,0,0,0,0,0,1,84000000.0,360,2917,0.0,1,2917.0,233.3,2683.7
LP002004,1,0,0,0,0,0,1,111000000.0,360,2927,2405.0,1,5332.0,308.3,5023.7
LP002006,0,0,0,0,0,0,1,56000000.0,360,2507,0.0,1,2507.0,155.6,2351.4
LP002008,1,1,0,1,0,1,1,144000000.0,84,5746,0.0,1,5746.0,1714.3,4031.7
LP002024,1,1,0,0,0,0,1,159000000.0,360,2473,1843.0,0,4316.0,441.7,3874.3
LP002031,1,1,1,0,0,0,1,111000000.0,180,3399,1640.0,1,5039.0,616.7,4422.3
LP002035,1,1,0,1,0,0,1,120000000.0,360,3717,0.0,1,3717.0,333.3,3383.7
LP002036,1,1,0,0,0,0,1,88000000.0,360,2058,2134.0,1,4192.0,244.4,3947.6
LP002043,0,0,1,0,0,0,1,112000000.0,360,3541,0.0,1,3541.0,311.1,3229.9
LP002050,1,1,1,0,0,1,1,155000000.0,360,10000,0.0,0,10000.0,430.6,9569.4
LP002051,1,1,0,0,0,0,1,115000000.0,360,2400,2167.0,1,4567.0,319.4,4247.6
LP002053,1,1,0,0,1,0,1,124000000.0,360,4342,189.0,1,4531.0,344.4,4186.6
LP002054,1,1,0,1,0,0,1,128000000.0,360,3601,1590.0,1,5191.0,355.6,4835.4
LP002055,0,0,0,0,0,0,1,132000000.0,360,3166,2985.0,1,6151.0,366.7,5784.3
LP002065,1,1,0,0,1,0,1,300000000.0,360,15000,0.0,1,15000.0,833.3,14166.7
LP002067,1,1,1,0,0,1,0,376000000.0,360,8666,4983.0,0,13649.0,1044.4,12604.6
LP002068,1,0,0,0,0,0,0,130000000.0,360,4917,0.0,1,4917.0,361.1,4555.9
LP002082,1,1,0,0,0,1,1,184000000.0,360,5818,2160.0,1,7978.0,511.1,7466.9
LP002086,0,1,0,0,0,0,1,110000000.0,360,4333,2451.0,0,6784.0,305.6,6478.4
LP002087,0,0,0,0,0,0,1,67000000.0,360,2500,0.0,1,2500.0,186.1,2313.9
LP002097,1,0,1,0,0,0,1,117000000.0,360,4384,1793.0,1,6177.0,325.0,5852.0
LP002098,1,0,0,0,0,0,1,98000000.0,360,2935,0.0,1,2935.0,272.2,2662.8
LP002100,1,0,0,0,0,0,1,71000000.0,360,2833,0.0,1,2833.0,197.2,2635.8
LP002101,1,1,0,0,0,0,1,490000000.0,180,63337,0.0,1,63337.0,2722.2,60614.8
LP002103,1,1,1,0,0,1,1,182000000.0,180,9833,1833.0,1,11666.0,1011.1,10654.9
LP002106,1,1,0,0,0,1,1,70000000.0,360,5503,4490.0,1,9993.0,194.4,9798.6
LP002110,1,1,1,0,0,0,1,160000000.0,360,5250,688.0,1,5938.0,444.4,5493.6
LP002112,1,1,0,1,0,1,1,176000000.0,360,2500,4600.0,1,7100.0,488.9,6611.1
LP002113,0,0,0,0,1,0,0,128000000.0,360,1830,0.0,0,1830.0,355.6,1474.4
LP002114,0,0,0,0,0,0,1,71000000.0,360,4160,0.0,1,4160.0,197.2,3962.8
LP002115,1,1,0,0,1,0,1,173000000.0,360,2647,1587.0,0,4234.0,480.6,3753.4
LP002116,0,0,0,0,0,0,1,46000000.0,360,2378,0.0,0,2378.0,127.8,2250.2
LP002119,1,1,1,0,0,0,1,158000000.0,360,4554,1229.0,1,5783.0,438.9,5344.1
LP002126,1,1,0,0,1,0,1,74000000.0,360,3173,0.0,1,3173.0,205.6,2967.4
LP002128,1,1,0,1,0,0,1,125000000.0,360,2583,2330.0,1,4913.0,347.2,4565.8
LP002129,1,1,0,0,0,0,1,160000000.0,360,2499,2458.0,1,4957.0,444.4,4512.6
LP002130,1,1,0,0,0,0,0,152000000.0,360,3523,3230.0,0,6753.0,422.2,6330.8
LP002131,1,1,0,1,0,0,1,126000000.0,360,3083,2168.0,1,5251.0,350.0,4901.0
LP002137,1,1,0,0,0,0,1,259000000.0,360,6333,4583.0,1,10916.0,719.4,10196.6
LP002138,1,1,0,0,0,0,1,187000000.0,360,2625,6250.0,1,8875.0,519.4,8355.6
LP002139,1,1,0,0,0,0,1,228000000.0,360,9083,0.0,1,9083.0,633.3,8449.7
LP002140,1,0,0,0,0,0,1,308000000.0,360,8750,4167.0,0,12917.0,855.6,12061.4
LP002141,1,1,0,0,1,0,1,95000000.0,360,2666,2083.0,1,4749.0,263.9,4485.1
LP002142,0,1,0,0,0,1,0,105000000.0,360,5500,0.0,0,5500.0,291.7,5208.3
LP002143,0,1,0,0,0,0,1,130000000.0,360,2423,505.0,1,2928.0,361.1,2566.9
LP002144,0,0,0,0,0,0,1,116000000.0,180,3813,0.0,1,3813.0,644.4,3168.6
LP002149,1,1,0,1,0,0,1,165000000.0,360,8333,3167.0,1,11500.0,458.3,11041.7
LP002151,1,1,1,0,0,0,1,67000000.0,360,3875,0.0,0,3875.0,186.1,3688.9
LP002158,1,1,0,0,0,0,0,100000000.0,480,3000,1666.0,0,4666.0,208.3,4457.7
LP002160,1,1,0,0,1,0,1,200000000.0,360,5167,3167.0,1,8334.0,555.6,7778.4
LP002161,0,0,1,0,0,0,1,81000000.0,360,4723,0.0,0,4723.0,225.0,4498.0
LP002170,1,1,0,1,0,0,1,236000000.0,360,5000,3667.0,1,8667.0,655.6,8011.4
LP002175,1,1,0,0,0,0,1,130000000.0,360,4750,2333.0,1,7083.0,361.1,6721.9
LP002178,1,1,0,0,0,0,1,95000000.0,300,3013,3033.0,1,6046.0,316.7,5729.3
LP002180,1,0,0,0,0,1,1,141000000.0,360,6822,0.0,1,6822.0,391.7,6430.3
LP002181,1,0,0,0,0,0,1,133000000.0,360,6216,0.0,0,6216.0,369.4,5846.6
LP002187,1,0,0,0,0,0,1,96000000.0,480,2500,0.0,0,2500.0,200.0,2300.0
LP002188,1,0,0,0,0,0,0,124000000.0,360,5124,0.0,0,5124.0,344.4,4779.6
LP002190,1,1,1,0,0,0,1,175000000.0,360,6325,0.0,1,6325.0,486.1,5838.9
LP002191,1,1,0,0,0,0,1,570000000.0,360,19730,5266.0,0,24996.0,1583.3,23412.7
LP002194,0,0,0,0,0,1,1,55000000.0,360,15759,0.0,1,15759.0,152.8,15606.2
LP002197,1,1,0,1,0,0,1,155000000.0,360,5185,0.0,1,5185.0,430.6,4754.4
LP002201,1,1,0,1,0,1,1,380000000.0,300,9323,7873.0,1,17196.0,1266.7,15929.3
LP002205,1,0,1,0,0,0,0,111000000.0,180,3062,1987.0,0,5049.0,616.7,4432.3
LP002209,0,0,0,0,0,0,1,110000000.0,360,2764,1459.0,1,4223.0,305.6,3917.4
LP002211,1,1,0,0,0,0,1,120000000.0,180,4817,923.0,1,5740.0,666.7,5073.3
LP002219,1,1,0,0,1,0,1,130000000.0,360,8750,4996.0,1,13746.0,361.1,13384.9
LP002223,1,1,0,0,0,0,1,130000000.0,360,4310,0.0,1,4310.0,361.1,3948.9
LP002224,1,0,0,0,0,0,1,71000000.0,480,3069,0.0,0,3069.0,147.9,2921.1
LP002225,1,1,0,1,0,0,1,130000000.0,360,5391,0.0,1,5391.0,361.1,5029.9
LP002226,1,1,0,0,0,0,1,128000000.0,360,3333,2500.0,1,5833.0,355.6,5477.4
LP002229,1,0,0,0,0,0,1,296000000.0,360,5941,4232.0,1,10173.0,822.2,9350.8
LP002231,0,0,0,0,0,0,1,156000000.0,360,6000,0.0,1,6000.0,433.3,5566.7
LP002234,1,0,0,0,0,1,1,128000000.0,360,7167,0.0,1,7167.0,355.6,6811.4
LP002236,1,1,0,1,0,0,1,100000000.0,360,4566,0.0,0,4566.0,277.8,4288.2
LP002237,1,0,1,0,0,0,1,113000000.0,180,3667,0.0,1,3667.0,627.8,3039.2
LP002239,1,0,0,0,0,0,1,132000000.0,360,2346,1600.0,1,3946.0,366.7,3579.3
LP002243,1,1,0,0,0,0,0,128000000.0,360,3010,3136.0,0,6146.0,355.6,5790.4
LP002244,1,1,0,0,0,0,1,136000000.0,360,2333,2417.0,1,4750.0,377.8,4372.2
LP002250,1,1,0,0,0,0,1,125000000.0,360,5488,0.0,1,5488.0,347.2,5140.8
LP002255,1,0,0,0,1,0,1,185000000.0,360,9167,0.0,1,9167.0,513.9,8653.1
LP002262,1,1,0,0,1,0,1,275000000.0,360,9504,0.0,1,9504.0,763.9,8740.1
LP002263,1,1,0,0,0,0,1,120000000.0,360,2583,2115.0,1,4698.0,333.3,4364.7
LP002265,1,1,0,1,0,0,1,113000000.0,180,1993,1625.0,1,3618.0,627.8,2990.2
LP002266,1,1,0,1,0,0,1,113000000.0,360,3100,1400.0,1,4500.0,313.9,4186.1
LP002272,1,1,0,1,0,0,1,135000000.0,360,3276,484.0,1,3760.0,375.0,3385.0
LP002277,0,0,0,0,0,0,0,71000000.0,360,3180,0.0,0,3180.0,197.2,2982.8
LP002281,1,1,0,0,0,0,1,95000000.0,360,3033,1459.0,1,4492.0,263.9,4228.1
LP002284,1,0,0,0,0,0,1,109000000.0,360,3902,1666.0,1,5568.0,302.8,5265.2
LP002287,0,0,0,0,0,0,0,103000000.0,360,1500,1800.0,0,3300.0,286.1,3013.9
LP002288,1,1,0,1,0,0,0,45000000.0,180,2889,0.0,0,2889.0,250.0,2639.0
LP002296,1,0,0,0,0,0,1,65000000.0,300,2755,0.0,0,2755.0,216.7,2538.3
LP002297,1,0,0,0,0,0,1,103000000.0,360,2500,20000.0,1,22500.0,286.1,22213.9
LP002300,0,0,0,0,0,0,1,53000000.0,360,1963,0.0,1,1963.0,147.2,1815.8
LP002301,0,0,0,0,0,1,1,194000000.0,360,7441,0.0,0,7441.0,538.9,6902.1
LP002305,0,0,0,0,0,0,1,115000000.0,360,4547,0.0,1,4547.0,319.4,4227.6
LP002308,1,1,0,0,0,0,1,115000000.0,360,2167,2400.0,1,4567.0,319.4,4247.6
LP002314,0,0,0,0,0,0,1,66000000.0,360,2213,0.0,1,2213.0,183.3,2029.7
LP002315,1,1,1,0,0,0,0,152000000.0,300,8300,0.0,0,8300.0,506.7,7793.3
LP002317,1,1,0,0,1,0,0,360000000.0,360,81000,0.0,0,81000.0,1000.0,80000.0
LP002318,0,0,1,0,0,1,1,62000000.0,360,3867,0.0,0,3867.0,172.2,3694.8
LP002319,1,1,0,0,0,0,1,160000000.0,360,6256,0.0,1,6256.0,444.4,5811.6
LP002328,1,1,0,0,0,0,0,218000000.0,360,6096,0.0,0,6096.0,605.6,5490.4
LP002332,1,1,0,0,0,0,1,110000000.0,360,2253,2033.0,1,4286.0,305.6,3980.4
LP002335,0,1,0,0,0,0,0,178000000.0,360,2149,3237.0,0,5386.0,494.4,4891.6
LP002337,0,0,0,0,0,0,1,60000000.0,360,2995,0.0,1,2995.0,166.7,2828.3
LP002341,0,0,1,0,0,0,1,160000000.0,360,2600,0.0,0,2600.0,444.4,2155.6
LP002342,1,1,0,1,0,1,1,239000000.0,360,1600,20000.0,0,21600.0,663.9,20936.1
LP002345,1,1,0,0,0,0,1,112000000.0,360,1025,2773.0,1,3798.0,311.1,3486.9
LP002347,1,1,0,0,0,0,1,138000000.0,360,3246,1417.0,1,4663.0,383.3,4279.7
LP002348,1,1,0,0,0,0,1,138000000.0,360,5829,0.0,1,5829.0,383.3,5445.7
LP002357,0,0,0,0,0,0,0,80000000.0,360,2720,0.0,0,2720.0,222.2,2497.8
LP002361,1,1,0,0,0,0,1,100000000.0,360,1820,1719.0,1,3539.0,277.8,3261.2
LP002362,1,1,1,0,0,0,0,110000000.0,360,7250,1667.0,0,8917.0,305.6,8611.4
LP002364,1,1,0,0,0,0,1,96000000.0,360,14880,0.0,1,14880.0,266.7,14613.3
LP002366,1,1,0,0,0,0,1,121000000.0,360,2666,4300.0,1,6966.0,336.1,6629.9
LP002367,0,0,1,0,0,0,1,81000000.0,360,4606,0.0,0,4606.0,225.0,4381.0
LP002368,1,1,0,1,0,0,1,133000000.0,360,5935,0.0,1,5935.0,369.4,5565.6
LP002369,1,1,0,0,0,0,1,87000000.0,360,2920,16.12000084,1,2936.12000084,241.7,2694.4200008400003
LP002370,1,0,0,0,0,0,1,60000000.0,180,2717,0.0,1,2717.0,333.3,2383.7
LP002377,0,0,1,0,0,1,1,150000000.0,360,8624,0.0,1,8624.0,416.7,8207.3
LP002379,1,0,0,0,0,0,0,105000000.0,360,6500,0.0,0,6500.0,291.7,6208.3
LP002386,1,0,0,0,0,0,1,405000000.0,360,12876,0.0,1,12876.0,1125.0,11751.0
LP002387,1,1,0,0,0,0,1,143000000.0,360,2425,2340.0,1,4765.0,397.2,4367.8
LP002390,1,0,0,0,0,0,1,100000000.0,360,3750,0.0,1,3750.0,277.8,3472.2
LP002393,0,1,0,0,0,0,1,128000000.0,240,10047,0.0,1,10047.0,533.3,9513.7
LP002398,1,0,0,0,0,0,1,50000000.0,360,1926,1851.0,1,3777.0,138.9,3638.1
LP002401,1,1,0,0,0,0,1,128000000.0,360,2213,1125.0,1,3338.0,355.6,2982.4
LP002403,1,0,0,0,0,1,0,187000000.0,360,10416,0.0,0,10416.0,519.4,9896.6
LP002407,0,1,0,0,0,1,1,138000000.0,360,7142,0.0,1,7142.0,383.3,6758.7
LP002408,1,0,0,0,0,0,1,187000000.0,360,3660,5064.0,1,8724.0,519.4,8204.6
LP002409,1,1,0,0,0,0,1,180000000.0,360,7901,1833.0,1,9734.0,500.0,9234.0
LP002418,1,0,0,0,1,0,1,148000000.0,360,4707,1993.0,1,6700.0,411.1,6288.9
LP002422,1,0,1,0,0,0,1,152000000.0,360,37719,0.0,1,37719.0,422.2,37296.8
LP002424,1,1,0,0,0,0,1,175000000.0,300,7333,8333.0,1,15666.0,583.3,15082.7
LP002429,1,1,1,0,0,1,1,130000000.0,360,3466,1210.0,1,4676.0,361.1,4314.9
LP002434,1,1,0,1,0,0,1,110000000.0,360,4652,0.0,1,4652.0,305.6,4346.4
LP002435,1,1,0,0,0,0,1,55000000.0,360,3539,1376.0,0,4915.0,152.8,4762.2
LP002443,1,1,0,1,0,0,0,150000000.0,360,3340,1710.0,0,5050.0,416.7,4633.3
LP002444,1,0,1,0,0,1,1,190000000.0,360,2769,1542.0,0,4311.0,527.8,3783.2
LP002446,1,1,0,1,0,0,0,125000000.0,360,2309,1255.0,0,3564.0,347.2,3216.8
LP002447,1,1,0,1,0,0,1,60000000.0,300,1958,1456.0,1,3414.0,200.0,3214.0
LP002448,1,1,0,0,0,0,0,149000000.0,360,3948,1733.0,0,5681.0,413.9,5267.1
LP002449,1,1,0,0,0,0,0,90000000.0,180,2483,2466.0,1,4949.0,500.0,4449.0
LP002453,1,0,0,0,0,1,1,84000000.0,360,7085,0.0,1,7085.0,233.3,6851.7
LP002455,1,1,0,1,0,0,1,96000000.0,360,3859,0.0,1,3859.0,266.7,3592.3
LP002459,1,1,0,0,0,0,1,118000000.0,360,4301,0.0,1,4301.0,327.8,3973.2
LP002467,1,1,0,0,0,0,1,173000000.0,360,3708,2569.0,0,6277.0,480.6,5796.4
LP002472,1,0,0,1,0,0,1,136000000.0,360,4354,0.0,1,4354.0,377.8,3976.2
LP002473,1,1,0,0,0,0,1,160000000.0,360,8334,0.0,0,8334.0,444.4,7889.6
LP002478,1,1,0,0,0,1,1,160000000.0,360,2083,4083.0,1,6166.0,444.4,5721.6
LP002484,1,1,0,0,1,0,1,128000000.0,180,7740,0.0,1,7740.0,711.1,7028.9
LP002487,1,1,0,0,0,0,1,153000000.0,360,3015,2188.0,1,5203.0,425.0,4778.0
LP002489,0,0,1,0,0,0,1,132000000.0,360,5191,0.0,1,5191.0,366.7,4824.3
LP002493,1,0,0,0,0,0,0,98000000.0,360,4166,0.0,0,4166.0,272.2,3893.8
LP002494,1,0,0,0,0,0,1,140000000.0,360,6000,0.0,1,6000.0,388.9,5611.1
LP002500,1,1,0,0,1,0,0,70000000.0,180,2947,1664.0,0,4611.0,388.9,4222.1
LP002501,1,1,0,0,0,0,1,110000000.0,360,16692,0.0,1,16692.0,305.6,16386.4
LP002502,0,1,0,1,0,0,1,98000000.0,360,210,2917.0,1,3127.0,272.2,2854.8
LP002505,1,1,0,0,0,0,1,110000000.0,360,4333,2451.0,0,6784.0,305.6,6478.4
LP002515,1,1,1,0,0,1,1,162000000.0,360,3450,2079.0,1,5529.0,450.0,5079.0
LP002517,1,1,1,0,0,0,0,113000000.0,180,2653,1500.0,0,4153.0,627.8,3525.2
LP002519,1,1,0,0,1,0,1,100000000.0,360,4691,0.0,1,4691.0,277.8,4413.2
LP002522,0,0,0,0,0,1,1,93000000.0,360,2500,0.0,1,2500.0,258.3,2241.7
LP002524,1,0,0,1,0,0,1,162000000.0,360,5532,4648.0,1,10180.0,450.0,9730.0
LP002527,1,1,0,1,0,1,1,150000000.0,360,16525,1014.0,1,17539.0,416.7,17122.3
LP002529,1,1,0,1,0,0,1,230000000.0,300,6700,1750.0,1,8450.0,766.7,7683.3
LP002530,1,1,0,1,0,0,0,132000000.0,360,2873,1872.0,0,4745.0,366.7,4378.3
LP002531,1,1,1,0,0,1,1,86000000.0,360,16667,2250.0,1,18917.0,238.9,18678.1
LP002533,1,1,0,1,0,0,1,128000000.0,360,2947,1603.0,0,4550.0,355.6,4194.4
LP002534,0,0,0,0,0,0,1,154000000.0,360,4350,0.0,1,4350.0,427.8,3922.2
LP002536,1,1,0,0,1,0,1,113000000.0,360,3095,0.0,1,3095.0,313.9,2781.1
LP002537,1,1,0,0,0,0,1,128000000.0,360,2083,3150.0,1,5233.0,355.6,4877.4
LP002541,1,1,0,0,0,0,1,234000000.0,360,10833,0.0,1,10833.0,650.0,10183.0
LP002543,1,1,0,1,0,0,1,246000000.0,360,8333,0.0,1,8333.0,683.3,7649.7
LP002544,1,1,1,0,0,0,1,131000000.0,360,1958,2436.0,1,4394.0,363.9,4030.1
LP002545,1,0,0,1,0,0,0,80000000.0,360,3547,0.0,0,3547.0,222.2,3324.8
LP002547,1,1,1,0,0,0,1,500000000.0,360,18333,0.0,0,18333.0,1388.9,16944.1
LP002555,1,1,0,1,0,1,1,160000000.0,360,4583,2083.0,1,6666.0,444.4,6221.6
LP002556,1,0,0,0,0,0,1,75000000.0,360,2435,0.0,0,2435.0,208.3,2226.7
LP002560,1,0,0,0,0,0,1,96000000.0,360,2699,2785.0,1,5484.0,266.7,5217.3
LP002562,1,1,1,0,0,0,1,186000000.0,360,5333,1131.0,1,6464.0,516.7,5947.3
LP002571,1,0,0,0,0,0,1,110000000.0,360,3691,0.0,1,3691.0,305.6,3385.4
LP002582,0,0,0,0,0,1,1,225000000.0,360,17263,0.0,1,17263.0,625.0,16638.0
LP002585,1,1,0,0,0,0,0,119000000.0,360,3597,2157.0,0,5754.0,330.6,5423.4
LP002586,0,1,1,0,0,0,1,105000000.0,84,3326,913.0,1,4239.0,1250.0,2989.0
LP002587,1,1,0,0,0,0,1,107000000.0,360,2600,1700.0,1,4300.0,297.2,4002.8
LP002588,1,1,0,0,0,0,1,111000000.0,12,4625,2857.0,1,7482.0,9250.0,-1768.0
LP002600,1,1,1,0,0,1,1,95000000.0,360,2895,0.0,1,2895.0,263.9,2631.1
LP002602,1,0,0,0,0,0,0,209000000.0,360,6283,4416.0,0,10699.0,580.6,10118.4
LP002603,0,0,0,0,0,0,1,113000000.0,480,645,3683.0,1,4328.0,235.4,4092.6
LP002606,0,0,0,0,0,0,1,100000000.0,360,3159,0.0,1,3159.0,277.8,2881.2
LP002615,1,1,0,1,0,0,1,208000000.0,360,4865,5624.0,1,10489.0,577.8,9911.2
LP002618,1,1,1,0,0,0,1,138000000.0,360,4050,5302.0,0,9352.0,383.3,8968.7
LP002619,1,1,0,0,0,0,1,124000000.0,300,3814,1483.0,1,5297.0,413.3,4883.7
LP002622,1,1,0,1,0,0,1,243000000.0,360,3510,4416.0,1,7926.0,675.0,7251.0
LP002624,1,1,0,0,0,0,1,480000000.0,360,20833,6667.0,1,27500.0,1333.3,26166.7
LP002625,1,0,0,0,0,0,1,96000000.0,360,3583,0.0,0,3583.0,266.7,3316.3
LP002626,1,1,0,0,0,1,1,188000000.0,360,2479,3013.0,1,5492.0,522.2,4969.8
LP002634,0,0,1,0,0,0,1,40000000.0,360,13262,0.0,1,13262.0,111.1,13150.9
LP002637,1,0,0,0,0,0,1,100000000.0,360,3598,1287.0,0,4885.0,277.8,4607.2
LP002640,1,1,1,0,0,0,1,250000000.0,360,6065,2004.0,1,8069.0,694.4,7374.6
LP002643,1,1,0,1,0,0,1,148000000.0,360,3283,2035.0,1,5318.0,411.1,4906.9
LP002648,1,1,0,0,0,0,1,70000000.0,180,2130,6666.0,0,8796.0,388.9,8407.1
LP002652,1,0,0,0,0,0,1,311000000.0,360,5815,3666.0,0,9481.0,863.9,8617.1
LP002659,1,1,0,0,1,0,1,150000000.0,360,3466,3428.0,1,6894.0,416.7,6477.3
LP002670,0,1,0,1,0,0,1,113000000.0,480,2031,1632.0,1,3663.0,235.4,3427.6
LP002682,1,1,0,0,0,0,0,123000000.0,360,3074,1800.0,0,4874.0,341.7,4532.3
LP002683,1,0,0,0,0,0,1,185000000.0,360,4683,1915.0,0,6598.0,513.9,6084.1
LP002684,0,0,0,0,0,0,1,95000000.0,360,3400,0.0,0,3400.0,263.9,3136.1
LP002689,1,1,0,1,0,0,1,45000000.0,360,2192,1742.0,1,3934.0,125.0,3809.0
LP002690,1,0,0,0,0,0,1,55000000.0,360,2500,0.0,1,2500.0,152.8,2347.2
LP002692,1,1,0,0,1,1,1,100000000.0,360,5677,1424.0,1,7101.0,277.8,6823.2
LP002693,1,1,0,1,0,1,1,480000000.0,360,7948,7166.0,1,15114.0,1333.3,13780.7
LP002697,1,0,0,0,0,0,1,128000000.0,360,4680,2087.0,0,6767.0,355.6,6411.4
LP002699,1,1,0,1,0,1,1,400000000.0,360,17500,0.0,1,17500.0,1111.1,16388.9
LP002705,1,1,0,0,0,0,1,110000000.0,360,3775,0.0,1,3775.0,305.6,3469.4
LP002706,1,1,1,0,0,0,0,161000000.0,360,5285,1430.0,1,6715.0,447.2,6267.8
LP002714,1,0,1,0,0,0,1,94000000.0,360,2679,1302.0,1,3981.0,261.1,3719.9
LP002716,1,0,0,0,0,0,1,130000000.0,360,6783,0.0,1,6783.0,361.1,6421.9
LP002717,1,1,0,0,0,0,1,216000000.0,360,1025,5500.0,1,6525.0,600.0,5925.0
LP002720,1,1,0,0,1,0,1,100000000.0,360,4281,0.0,1,4281.0,277.8,4003.2
LP002723,1,0,0,1,0,0,0,110000000.0,360,3588,0.0,0,3588.0,305.6,3282.4
LP002729,1,0,1,0,0,0,1,196000000.0,360,11250,0.0,0,11250.0,544.4,10705.6
LP002731,0,0,0,0,0,1,1,125000000.0,360,18165,0.0,1,18165.0,347.2,17817.8
LP002732,1,0,0,0,0,0,1,126000000.0,360,2550,2042.0,1,4592.0,350.0,4242.0
LP002734,1,1,0,0,0,0,1,324000000.0,360,6133,3906.0,1,10039.0,900.0,9139.0
LP002738,1,0,0,1,0,0,1,107000000.0,360,3617,0.0,1,3617.0,297.2,3319.8
LP002739,1,1,0,0,0,0,1,66000000.0,360,2917,536.0,0,3453.0,183.3,3269.7
LP002740,1,1,0,0,1,0,1,157000000.0,180,6417,0.0,1,6417.0,872.2,5544.8
LP002741,0,1,1,0,0,0,1,140000000.0,180,4608,2845.0,1,7453.0,777.8,6675.2
LP002743,0,0,0,0,0,0,0,99000000.0,360,2138,0.0,0,2138.0,275.0,1863.0
LP002753,0,0,1,0,0,0,1,95000000.0,360,3652,0.0,1,3652.0,263.9,3388.1
LP002755,1,1,1,0,0,0,1,128000000.0,360,2239,2524.0,1,4763.0,355.6,4407.4
LP002757,0,1,0,0,0,0,1,102000000.0,360,3017,663.0,1,3680.0,283.3,3396.7
LP002767,1,1,0,0,0,0,1,155000000.0,360,2768,1950.0,1,4718.0,430.6,4287.4
